Sequence_Header,Bin_Assignment_1,Bin_Assignment_2,Vote_Count,Total_Votes
UniRef100_A0A1Y5G1C9,7,10,7,368
UniRef100_A0A2J7ZZC2,7,9,8,368
UniRef100_D8TJV4,8,5,9,368
UniRef100_UPI00098E2CD9,6,9,9,368
UniRef100_A0A2N2W6U6,16,5,8,368
UniRef100_A0A0D6QTU7,6,6,9,368
UniRef100_UPI000F5CB4DC,12,4,8,368
UniRef100_A0A0G1M4N2,15,8,10,368
UniRef100_UPI0003317216,3,14,11,368
UniRef100_A0A2H9PCK0,6,11,9,368
UniRef100_A0A2V9C145,18,12,9,368
UniRef100_A0A256WPJ3,8,9,8,368
UniRef100_Q8DML4,8,10,10,368
UniRef100_A0A0G1ZJR2,15,8,10,368
UniRef100_A0A131ZVS2,9,4,8,368
UniRef100_A0A1M5TGK3,18,11,12,368
UniRef100_A0A0L0NNQ4,6,16,8,368
UniRef100_UPI0007ECADE4,3,16,10,368
UniRef100_A0A5C3R3C6,6,8,9,368
UniRef100_UPI000CDF8346,6,6,7,368
UniRef100_A0A146I1F3,5,9,8,368
UniRef100_A9UQG8,5,8,8,368
UniRef100_A0A2C5XBU5,3,14,7,368
UniRef100_A0A0G1PHE0,17,8,10,368
UniRef100_UPI000497EB98,15,6,10,368
UniRef100_A0A2P5FC04,4,9,9,368
UniRef100_UPI0009DE5FAF,14,6,10,368
UniRef100_A0A0L1KTD2,6,10,9,368
UniRef100_A0A287XAF9,4,13,8,368
UniRef100_A0A0G4MQM0,2,17,9,368
UniRef100_A0A177EKJ2,6,13,7,368
UniRef100_A0A1Y2E8X8,9,8,7,368
UniRef100_A0A4Q5P394,7,11,7,368
UniRef100_A0A1U8H361,11,4,10,368
UniRef100_A0A239KCX9,4,11,9,368
UniRef100_A0A3S8T467,12,5,9,368
UniRef100_A0A452J644,4,9,6,368
UniRef100_A0A4W6FBY0,3,12,10,368
UniRef100_A0A101I198,9,5,11,368
UniRef100_A0A0N0VFX4,6,6,8,368
UniRef100_A0A1U7ZBZ0,4,11,6,368
UniRef100_A0A1A9V147,4,10,8,368
UniRef100_A0A0L8GF11,6,14,9,368
UniRef100_A0A5C8UE63,6,6,7,368
UniRef100_A0A1D3D564,3,10,11,368
UniRef100_A0A4Q7DH50,5,9,9,368
UniRef100_L8HGJ8,17,8,7,368
UniRef100_A0A2D4BTW6,3,15,7,368
UniRef100_A0A4S4MMH8,9,5,9,368
UniRef100_UPI0007EF44FB,4,13,8,368
UniRef100_UPI0009E2DD8F,18,13,8,368
UniRef100_UPI000C9D949D,4,10,8,368
UniRef100_A0A0G0HFT5,5,12,8,368
UniRef100_H0ZIA7,16,5,10,368
UniRef100_H3GIP3,16,8,12,368
UniRef100_A0A369RR32,3,18,9,368
UniRef100_A0A1F8GWW5,18,11,11,368
UniRef100_K2EQE8,6,7,9,368
UniRef100_A0A1G1JS78,15,6,10,368
UniRef100_UPI0010931EEF,3,11,7,368
UniRef100_A0A316ZI80,6,13,9,368
UniRef100_A0A2J0KIS8,3,12,9,368
UniRef100_A0A0L7QUL7,11,5,8,368
UniRef100_A0A0F9ZTB5,4,12,8,368
UniRef100_A0A2E6RIC9,14,7,7,368
UniRef100_A0A523CVT9,3,7,8,368
UniRef100_U5HFD8,13,6,8,368
UniRef100_S9UTG0,3,11,9,368
UniRef100_A0A0S4JLR6,4,10,7,368
UniRef100_B1ZUP2,18,12,10,368
UniRef100_A0A358N686,6,12,10,368
UniRef100_A0A183VUE2,4,15,11,368
UniRef100_A0A0M9VMQ4,4,17,8,368
UniRef100_A0A2E5HXL3,6,5,8,368
UniRef100_A0A2R6CMV6,5,7,9,368
UniRef100_A0A1M6RT74,6,13,12,368
UniRef100_UPI000EA8B62D,6,9,9,368
UniRef100_UPI0010FAF4CA,4,10,8,368
UniRef100_A0A1J7GR19,5,8,9,368
UniRef100_A0A2A5X420,17,10,20,368
UniRef100_A0A1Z5J9X8,4,7,8,368
UniRef100_A0A5C7H8L9,4,7,7,368
UniRef100_UPI000644D16E,9,8,8,368
UniRef100_UPI00077E6227,8,5,8,368
UniRef100_A0A518SBQ4,8,7,8,368
UniRef100_UPI001263B719,6,8,11,368
UniRef100_UPI000C6F7D6F,4,13,8,368
UniRef100_A0A5J5CT76,14,6,7,368
UniRef100_A0A2P6PDM7,8,5,8,368
UniRef100_A0A1M5JYI8,5,13,7,368
UniRef100_Q9P9D2,6,7,7,368
UniRef100_A0A2I4H8Z0,6,9,7,368
UniRef100_UPI0009819268,7,12,7,368
UniRef100_A0A0G4GW95,9,4,9,368
UniRef100_A0A5J4ZNN0,5,15,12,368
UniRef100_C6XHH0,3,16,9,368
UniRef100_A0A177U169,4,18,10,368
UniRef100_A0A2H0T8N0,6,10,11,368
UniRef100_UPI0004F400E3,4,9,6,368
UniRef100_UPI000328D025,14,4,8,368
UniRef100_A0A3B9GH03,4,15,9,368
UniRef100_A0A084G4H3,6,13,8,368
UniRef100_A0A1E3PKW0,5,12,7,368
UniRef100_A0A2E8K565,4,7,10,368
UniRef100_A0A0G0HIT8,4,13,9,368
UniRef100_A3WVU2,10,6,7,368
UniRef100_A0A087SHA3,14,7,8,368
UniRef100_U1R1J8,4,12,7,368
UniRef100_A0A1Y2I7L9,9,6,9,368
UniRef100_A0A1S8ATB1,5,7,8,368
UniRef100_A0A150FWK3,16,7,7,368
UniRef100_A0A1R2AQF2,4,17,13,368
UniRef100_A0A287WZ40,11,5,8,368
UniRef100_A0A2I0AYK5,4,11,9,368
UniRef100_UPI00073FAD97,4,14,9,368
UniRef100_A0A1G2AUF9,4,15,9,368
UniRef100_G0W650,2,10,8,368
UniRef100_A0A1Q3CIE0,7,6,7,368
UniRef100_A0A2K1KGG1,2,10,8,368
UniRef100_UPI0003810ACE,2,12,12,368
UniRef100_A0A1Y2V253,8,8,10,368
UniRef100_H2AQA3,10,3,8,368
UniRef100_A0A2E3DYC0,2,12,8,368
UniRef100_A0A2P6PEF1,8,8,9,368
UniRef100_A0A2U1PR83,5,10,9,368
UniRef100_UPI000648B76C,4,11,7,368
UniRef100_A0A165HT44,3,17,11,368
UniRef100_A0A371WVD7,3,17,9,368
UniRef100_A0A0G0P1A5,13,6,9,368
UniRef100_A0A1F6TGB0,11,4,8,368
UniRef100_A0A2K6C0T0,4,10,9,368
UniRef100_A0A225VZ05,3,14,7,368
UniRef100_A0A5J4XHD5,3,13,6,368
UniRef100_A0A3N4IQU7,6,6,7,368
UniRef100_W5MEM4,4,11,9,368
UniRef100_A0A261XWJ8,6,15,8,368
UniRef100_UPI0011136074,6,13,7,368
UniRef100_A0A2N2ALN1,10,7,8,368
UniRef100_A0A402FDP0,6,8,9,368
UniRef100_A0A512U5S7,5,15,10,368
UniRef100_A0A0F7ZHX0,4,15,7,368
UniRef100_A0A2E5I8K2,4,9,8,368
UniRef100_A0A0E9NCC3,12,7,9,368
UniRef100_G0UVP2,2,9,11,368
UniRef100_A0A520M459,3,17,10,368
UniRef100_A0A3D4HHP8,3,12,11,368
UniRef100_A0A438BT54,3,13,6,368
UniRef100_F7WZL7,6,6,8,368
UniRef100_A0A176YKU9,5,15,11,368
UniRef100_A0A225YTS7,6,15,7,368
UniRef100_A0A091CX07,6,8,7,368
UniRef100_A0A539ERA4,10,5,9,368
UniRef100_UPI000F4E6D3B,3,12,9,368
UniRef100_A0A0G1DI82,12,6,8,368
UniRef100_J9IKY8,4,10,10,368
UniRef100_A0A1R2B5K9,6,14,9,368
UniRef100_A0A1B9F4C7,16,8,8,368
UniRef100_A0A257U7C1,5,16,10,368
UniRef100_A0A255RCW1,17,9,9,368
UniRef100_A0A0N5AIX5,3,12,6,368
UniRef100_UPI0012B66F20,7,6,8,368
UniRef100_A0A2W6AUQ3,17,10,8,368
UniRef100_A0A4Y7JKS9,7,10,7,368
UniRef100_UPI0010A58935,5,16,9,368
UniRef100_A0A3S9J7T8,14,8,12,368
UniRef100_A0A422N6E3,16,9,10,368
UniRef100_A0A1F7X9Z7,16,6,10,368
UniRef100_K2GDK0,5,13,8,368
UniRef100_A0A4W3ISG5,4,10,9,368
UniRef100_A0A0K3AMR1,6,14,9,368
UniRef100_UPI000D532D19,11,5,11,368
UniRef100_UPI001238D24E,5,10,8,368
UniRef100_A0A4D9CV51,6,16,13,368
UniRef100_A0A4S4EC03,4,12,7,368
UniRef100_A0A5B0M6D2,9,7,7,368
UniRef100_UPI00101B900A,6,12,9,368
UniRef100_UPI000644E0BB,7,11,8,368
UniRef100_W1PGZ7,5,14,8,368
UniRef100_A0A0G1L3C2,6,13,8,368
UniRef100_A0A2V5HXA0,6,5,11,368
UniRef100_A0A2E7WN70,16,8,14,368
UniRef100_A0A0L0H720,3,14,9,368
UniRef100_UPI00109F2DC6,4,16,10,368
UniRef100_A0A2E6NNI8,4,13,7,368
UniRef100_A0A078ATC2,16,5,9,368
UniRef100_UPI0012EE8668,5,11,8,368
UniRef100_A0A445A3I9,6,9,7,368
UniRef100_A0A1Y2B7K4,5,11,8,368
UniRef100_G1X1L5,8,6,8,368
UniRef100_D8M9W2,14,7,11,368
UniRef100_G8ZLG6,4,13,7,368
UniRef100_UPI000CED5CCD,7,11,8,368
UniRef100_A0A1Y2F3Z9,12,7,8,368
UniRef100_A0A5C7HPZ4,6,6,7,368
UniRef100_A0A2M6WKM9,6,12,8,368
UniRef100_A0A2E9BEX1,4,13,8,368
UniRef100_W3A6M5,10,6,9,368
UniRef100_A0A2P7YRW9,5,11,8,368
UniRef100_A0A150GJ04,7,7,8,368
UniRef100_A0A5N5KHN5,4,10,8,368
UniRef100_A0A425D0U5,18,9,8,368
UniRef100_A0A5M6D928,7,11,8,368
UniRef100_A0A1Q3B6R9,7,9,9,368
UniRef100_A0A0S8FYB8,17,10,9,368
UniRef100_UPI000D721E4E,13,5,12,368
UniRef100_UPI0011871C4B,14,4,10,368
UniRef100_A0A444YSV1,5,10,6,368
UniRef100_A0A4D8YKV3,2,14,7,368
UniRef100_A0A1Q9D8P5,6,9,9,368
UniRef100_A7NQM0,12,3,8,368
UniRef100_A0A0G1YG91,5,10,7,368
UniRef100_A0A1E4TRE3,6,11,8,368
UniRef100_A0A0C4F0H2,2,12,8,368
UniRef100_B8KRH5,15,6,8,368
UniRef100_A0A1G4K8N9,5,7,7,368
UniRef100_A0A2R6ISF8,6,10,9,368
UniRef100_UPI0003D6EDB7,16,7,7,368
UniRef100_A0A3M2SW08,9,6,8,368
UniRef100_A0A520TZ94,5,15,11,368
UniRef100_A0A0A0LJ30,15,6,9,368
UniRef100_A0A353B8L0,17,10,9,368
UniRef100_A0A1F6DR19,6,6,8,368
UniRef100_UPI0006B10311,3,18,8,368
UniRef100_H2ZV67,11,5,9,368
UniRef100_F0V3Q0,17,9,11,368
UniRef100_A0A4W3ISH0,7,13,8,368
UniRef100_A0A1H1QZZ8,11,8,12,368
UniRef100_A0A446SVX6,7,12,9,368
UniRef100_A0A3S3MY07,6,8,7,368
UniRef100_A0A518D2R5,11,5,9,368
UniRef100_A0A1F6V573,9,8,11,368
UniRef100_A0A166TJX8,4,9,7,368
UniRef100_A0A0S8GQP2,6,5,7,368
UniRef100_A0A1F4TM05,16,5,12,368
UniRef100_A0A397UIA2,18,12,10,368
UniRef100_A0A1W9SN06,4,13,12,368
UniRef100_C3YXT2,4,9,9,368
UniRef100_A0A168R8L4,9,6,8,368
UniRef100_A0A0R2V5W4,11,5,9,368
UniRef100_A0A4Q7VJS7,10,7,11,368
UniRef100_UPI00063F0F68,10,5,8,368
UniRef100_Q2GEB9,10,6,11,368
UniRef100_A0A0P1AEW8,5,15,9,368
UniRef100_A0A5D3B1U3,6,13,8,368
UniRef100_A0A0J6SBD2,15,8,8,368
UniRef100_A0A238F6R4,16,7,8,368
UniRef100_A0A399IES2,5,10,7,368
UniRef100_A0A4Z1P1D0,6,15,7,368
UniRef100_A0A5B8MZW8,4,13,9,368
UniRef100_A0A538LQA3,16,8,14,368
UniRef100_A0A380W6H5,3,16,9,368
UniRef100_UPI00118510FD,2,16,12,368
UniRef100_A0A1D8S2S4,4,12,9,368
UniRef100_UPI00097D254D,14,5,9,368
UniRef100_A0A3L6VMC1,6,5,12,368
UniRef100_A0A1Q3MVP5,5,13,8,368
UniRef100_K1RE28,3,14,10,368
UniRef100_A0A1V6UUG4,5,16,8,368
UniRef100_A0A1F8H846,14,7,9,368
UniRef100_UPI000388E3DD,5,5,7,368
UniRef100_A0A329SA53,3,13,11,368
UniRef100_UPI000D73837B,6,8,8,368
UniRef100_UPI000981D2BF,2,13,8,368
UniRef100_F0WE36,3,10,8,368
UniRef100_A0A504JGD5,8,10,8,368
UniRef100_A0A4U0XW06,3,14,7,368
UniRef100_A0A401GIL9,15,8,7,368
UniRef100_A0A1Q3E0J8,6,9,8,368
UniRef100_A0A2T4XFB6,9,9,7,368
UniRef100_UPI0003BBC8F5,6,14,9,368
UniRef100_L7MDI9,6,6,8,368
UniRef100_UPI0005D06B3C,9,4,11,368
UniRef100_UPI0006D4CB30,10,9,7,368
UniRef100_A0A5J4WZW5,15,8,10,368
UniRef100_A0A2T4GCP7,7,6,7,368
UniRef100_B5JL76,4,15,8,368
UniRef100_A0A0K9QQZ4,6,9,7,368
UniRef100_UPI001091BBDB,8,8,11,368
UniRef100_UPI00101C889D,4,15,8,368
UniRef100_A0A1G1Z535,7,12,10,368
UniRef100_A0A5B9P9P3,16,7,8,368
UniRef100_A0A1G1K6E4,14,4,7,368
UniRef100_A0A4U6BQB6,3,17,10,368
UniRef100_B7FYD8,5,10,7,368
UniRef100_A0A2R6CUD3,6,6,9,368
UniRef100_A0A1D1YPZ8,7,12,8,368
UniRef100_A0A3M1T337,10,5,9,368
UniRef100_A0A5B7BZT5,4,13,6,368
UniRef100_A0A1B0G5E1,6,8,8,368
UniRef100_A0A2P2JHG2,5,6,7,368
UniRef100_A0A3A5VUD3,6,9,7,368
UniRef100_A0A0G1MW51,5,6,8,368
UniRef100_A0A4R8IK74,14,7,9,368
UniRef100_A0A1U8A5H2,4,13,8,368
UniRef100_T0RZJ1,2,11,9,368
UniRef100_J9YVF3,13,5,7,368
UniRef100_W1PNV9,7,9,9,368
UniRef100_UPI00057B7C80,3,13,9,368
UniRef100_UPI000C9F4A05,3,13,8,368
UniRef100_UPI0010A446EC,5,11,9,368
UniRef100_A0A2H0X762,8,11,8,368
UniRef100_A0A1F7XBE1,15,6,9,368
UniRef100_A0A178EIR7,11,8,8,368
UniRef100_C5DRW2,8,7,8,368
UniRef100_A0A1S3A1N3,5,12,12,368
UniRef100_A0A0B3B1U7,2,12,9,368
UniRef100_UPI0012AC400E,18,13,11,368
UniRef100_A0A355DZ14,15,6,8,368
UniRef100_UPI0012AB5447,6,6,8,368
UniRef100_UPI000466F322,6,13,8,368
UniRef100_A0A2H0PGG3,4,15,8,368
UniRef100_UPI0004965B47,5,12,8,368
UniRef100_A0A1G2L802,17,8,8,368
UniRef100_UPI00106E240E,4,10,8,368
UniRef100_A0A484KDP8,4,11,6,368
UniRef100_A0A5J5DHG9,4,9,9,368
UniRef100_A0A429WZW6,2,13,8,368
UniRef100_A0A2I4E9V0,7,7,9,368
UniRef100_A0A1M3ISR4,8,5,8,368
UniRef100_A0A3B6CIE6,8,5,9,368
UniRef100_A0A4Z2DT40,4,12,9,368
UniRef100_G0UV94,8,5,11,368
UniRef100_A0A1F4ZUZ6,2,14,8,368
UniRef100_A0A165WP03,4,12,7,368
UniRef100_UPI0007EFB3E9,3,9,8,368
UniRef100_A0A2E0MV25,8,10,8,368
UniRef100_Q6NTU0,9,5,8,368
UniRef100_A0A1Y1WW73,7,9,7,368
UniRef100_A0A2H0WP36,6,6,7,368
UniRef100_A0A3B9ZFL9,5,5,8,368
UniRef100_A0A2G5D5F8,3,8,10,368
UniRef100_A0A2H3E8N4,5,14,8,368
UniRef100_UPI00068EC872,9,9,8,368
UniRef100_A0A5C1AQ21,16,7,8,368
UniRef100_A0A1F8C237,17,10,8,368
UniRef100_A0A2P9GIL5,5,9,9,368
UniRef100_A0A1F8B6E7,3,9,8,368
UniRef100_A0A2G8RR88,6,6,9,368
UniRef100_G0R0S1,17,9,8,368
UniRef100_A0A5E4IT30,11,4,7,368
UniRef100_A0A3A5W6E7,4,10,9,368
UniRef100_A0A3E1DZH8,15,7,8,368
UniRef100_A0A2U9CXE0,9,5,7,368
UniRef100_UPI0009EF25F7,5,12,9,368
UniRef100_A0A1F8B1Y8,13,6,8,368
UniRef100_A0A1U7Z6L1,7,7,11,368
UniRef100_A0A0D1CGU1,6,14,8,368
UniRef100_UPI000EAAB424,6,7,8,368
UniRef100_A0A2J0LIB7,5,13,8,368
UniRef100_A0A0E3Y814,19,14,8,368
UniRef100_A0A2T9YQM9,4,14,8,368
UniRef100_C1E4W0,7,9,6,368
UniRef100_A0A5J5DHT4,7,11,11,368
UniRef100_A0A1Q7BW79,8,10,9,368
UniRef100_A0A2H0HLS8,18,12,9,368
UniRef100_A0A3B0Y221,4,16,13,368
UniRef100_A0A1Q4DDT6,4,18,9,368
UniRef100_B4KAI4,8,5,8,368
UniRef100_A0A2A4RCR0,15,8,10,368
UniRef100_A0A103XRQ5,3,14,7,368
UniRef100_UPI000DF1CEDB,4,16,14,368
UniRef100_UPI0009821F8A,17,9,8,368
UniRef100_A0A5C5YXH7,6,15,9,368
UniRef100_A0A3B0YGY7,8,11,9,368
UniRef100_A0A420HU68,6,11,8,368
UniRef100_A0A2T0FK92,5,17,11,368
UniRef100_A0A2G6GDF5,6,14,9,368
UniRef100_A0A4D8YT54,2,17,10,368
UniRef100_A0A4S4LAN7,3,12,6,368
UniRef100_A0A0G2GRQ7,4,10,7,368
UniRef100_A0A078B215,12,4,8,368
UniRef100_W7A6X3,7,12,8,368
UniRef100_A0A1S4B5C7,4,10,10,368
UniRef100_A0A443HSS2,5,9,9,368
UniRef100_A0A4D8ZPF5,10,6,9,368
UniRef100_A0A3N6M5R5,5,10,7,368
UniRef100_A0A0N0P6I5,7,3,10,368
UniRef100_A0A451CZV7,6,4,12,368
UniRef100_UPI0011DFADDA,6,13,8,368
UniRef100_A0A434AY83,5,11,6,368
UniRef100_A0A1F3XY92,2,17,9,368
UniRef100_U3IHY9,4,13,8,368
UniRef100_A0A2W4MAX2,6,13,8,368
UniRef100_A0A2N9IWT0,10,4,7,368
UniRef100_A0A2E5B7S9,10,7,8,368
UniRef100_A0A2E3FJD5,4,14,12,368
UniRef100_A0A1F6S287,17,9,9,368
UniRef100_A0A2A4WB03,6,10,7,368
UniRef100_G0TS58,7,11,9,368
UniRef100_UPI00093AEB12,11,5,9,368
UniRef100_A0A4D9DEF1,15,5,10,368
UniRef100_A0A1Y1IJ11,5,14,9,368
UniRef100_A0A2K3D425,5,11,8,368
UniRef100_A0A0G1DXB7,10,6,11,368
UniRef100_A0A515KMK1,3,14,9,368
UniRef100_A0A1Z5JUL4,3,16,9,368
UniRef100_A0A165R109,8,7,8,368
UniRef100_A0A109UY30,2,17,7,368
UniRef100_A0A410Q6A5,18,11,9,368
UniRef100_A0A4Q1JNS3,5,15,8,368
UniRef100_A0A2M7AMN0,14,8,8,368
UniRef100_A0A2H0RC96,5,16,11,368
UniRef100_A0A158QRW7,6,11,10,368
UniRef100_A0A315V8Z6,5,10,7,368
UniRef100_P59429,5,7,8,368
UniRef100_D0N5H9,4,8,8,368
UniRef100_A0A1F4QSN6,13,6,9,368
UniRef100_A0A231GTA1,4,15,9,368
UniRef100_K3X7C4,5,17,11,368
UniRef100_A0A5B2Z8S2,5,9,10,368
UniRef100_A0A4U7KPH6,7,9,8,368
UniRef100_N1PN04,9,5,9,368
UniRef100_A0A1S3LUK2,11,5,7,368
UniRef100_A0A383VHU9,11,4,7,368
UniRef100_A0A060XKT6,3,13,8,368
UniRef100_A0A1F2WHY7,14,5,10,368
UniRef100_A0A2C6L5L7,5,14,8,368
UniRef100_A0A2H0V322,6,9,9,368
UniRef100_W4Y4X5,6,12,10,368
UniRef100_A0A0S2HUF4,18,11,13,368
UniRef100_A0A369CGE4,11,7,8,368
UniRef100_A0A0V0HQ05,6,8,7,368
UniRef100_A0A0Y9VQ77,4,17,10,368
UniRef100_A0A4D9DX49,4,14,12,368
UniRef100_A0A2P6TPA1,6,6,7,368
UniRef100_UPI0009E58944,4,8,7,368
UniRef100_A0A2W4RB23,5,7,7,368
UniRef100_A0A1C5H4H6,6,12,8,368
UniRef100_UPI00083E549B,6,15,11,368
UniRef100_A0A5C8SSE5,6,8,9,368
UniRef100_A0A0C9RR25,15,6,8,368
UniRef100_A0A0T5ZYG5,15,8,11,368
UniRef100_A0A0F9F9D7,4,12,7,368
UniRef100_UPI000D73141A,7,13,10,368
UniRef100_A0A2N5TTJ6,11,8,6,368
UniRef100_C1E6M5,4,15,9,368
UniRef100_UPI0011DF5899,2,17,8,368
UniRef100_A0A2E0LAF9,6,9,7,368
UniRef100_A0A2M7RIP4,4,9,10,368
UniRef100_A0A0S4IL27,5,8,12,368
UniRef100_S6E0K8,13,3,9,368
UniRef100_A0A1Q7I6A4,13,6,7,368
UniRef100_UPI0009E4E012,5,11,8,368
UniRef100_A0A0D2VFG5,16,5,9,368
UniRef100_X1Z7B7,12,6,9,368
UniRef100_A0A2G7CQU8,8,5,8,368
UniRef100_A0A1H5TYF9,7,4,11,368
UniRef100_A0A1G1N836,8,7,6,368
UniRef100_A0A4R6IG13,11,5,9,368
UniRef100_A0A3S7XCD4,5,6,8,368
UniRef100_A0A376B1N3,4,17,7,368
UniRef100_S9VG07,5,7,7,368
UniRef100_A0A0C9YZF1,4,12,7,368
UniRef100_A0A225X720,5,15,7,368
UniRef100_A0A1B9HVX6,3,14,7,368
UniRef100_A0A1L0DZ84,7,7,9,368
UniRef100_A0A0F6YI94,5,15,8,368
UniRef100_UPI0007637845,7,6,8,368
UniRef100_A0A1G8JH12,4,11,8,368
UniRef100_UPI00077DCE85,4,10,9,368
UniRef100_H2ZLZ5,5,12,8,368
UniRef100_A0A2E7HNJ7,4,16,8,368
UniRef100_A0A1F7UY23,9,5,9,368
UniRef100_A0A538N3R8,7,10,8,368
UniRef100_UPI0007B3FF55,6,13,8,368
UniRef100_A0A2N2XNA3,16,5,9,368
UniRef100_A0A2J6WDP4,13,4,7,368
UniRef100_A0A1F6WXI3,16,8,9,368
UniRef100_A0A150ZZ54,4,18,7,368
UniRef100_A0A1V5R4D6,6,6,8,368
UniRef100_A0A0H4T973,5,10,7,368
UniRef100_A0A1F6R8B6,4,14,9,368
UniRef100_A0A2D7WPT7,7,12,11,368
UniRef100_M4V9N6,4,15,8,368
UniRef100_A0A522YTJ6,4,10,8,368
UniRef100_A0A3M1V8X2,2,9,19,368
UniRef100_UPI00102E18ED,3,11,7,368
UniRef100_A0A507QQ84,16,8,9,368
UniRef100_A0A317XGH8,4,15,8,368
UniRef100_Q7UXV7,11,6,8,368
UniRef100_A0A1B7UXE3,8,9,8,368
UniRef100_UPI0010AB7EC3,4,15,9,368
UniRef100_A0A523TB58,8,10,7,368
UniRef100_A0A554L0T5,10,6,7,368
UniRef100_A0A2D6Q776,7,7,7,368
UniRef100_A0A2M7URT5,3,10,10,368
UniRef100_A0A2D8SZ21,5,15,8,368
UniRef100_A0A565BSA4,4,13,7,368
UniRef100_A0A0E0EGZ0,10,5,9,368
UniRef100_A0A2D6IJF8,8,7,9,368
UniRef100_A0A2E6W2S3,11,4,8,368
UniRef100_A0A517Y005,11,8,8,368
UniRef100_S9VMT4,16,5,8,368
UniRef100_A0A4D6HDX8,5,13,6,368
UniRef100_A5UUN9,5,10,9,368
UniRef100_A0A2E2HFZ6,2,14,12,368
UniRef100_R4VT75,3,12,8,368
UniRef100_G3AVR9,5,7,7,368
UniRef100_UPI000F5C9D07,5,12,8,368
UniRef100_A0A3M2LFS9,7,11,8,368
UniRef100_A0A067NZL7,8,11,7,368
UniRef100_A0A5J4YX33,6,9,6,368
UniRef100_UPI00042C9E5A,5,5,7,368
UniRef100_A0A1F4UJR7,5,16,9,368
UniRef100_UPI000510A132,3,17,7,368
UniRef100_A0A1E4TCT0,6,8,13,368
UniRef100_UPI00123E5165,3,17,12,368
UniRef100_B5JNS5,17,10,11,368
UniRef100_Q6C0A1,14,8,9,368
UniRef100_A0A0G1WVZ1,5,13,8,368
UniRef100_UPI000DBC5154,5,15,9,368
UniRef100_UPI00077EBBCB,7,13,7,368
UniRef100_A0A2D4BUF1,8,11,8,368
UniRef100_W5UT73,3,13,8,368
UniRef100_UPI0007341E7D,6,5,7,368
UniRef100_A0A1R2AXE7,3,8,14,368
UniRef100_D3BMQ2,11,7,11,368
UniRef100_A0A1V6IXL5,15,6,10,368
UniRef100_A0A0G4FL24,8,10,12,368
UniRef100_W6L1G4,6,10,8,368
UniRef100_A0A200QR19,7,9,7,368
UniRef100_A0A1U8KVQ6,4,12,8,368
UniRef100_A0BV20,3,12,8,368
UniRef100_A0A2M7S9H7,13,6,12,368
UniRef100_A0A3P7CEI6,5,13,8,368
UniRef100_A0A1V6HMN7,11,7,10,368
UniRef100_UPI000677A55D,6,11,8,368
UniRef100_UPI000771174F,12,6,8,368
UniRef100_A0A451D494,12,6,8,368
UniRef100_A0A535ECH5,7,10,8,368
UniRef100_A0A397IYJ6,14,7,9,368
UniRef100_UPI0009E48955,6,8,9,368
UniRef100_H0TKB2,3,15,9,368
UniRef100_A0A365H9M8,4,8,9,368
UniRef100_A0A147K0S6,4,10,9,368
UniRef100_X6MTL2,6,6,7,368
UniRef100_A0A3M1WSU1,8,9,8,368
UniRef100_A0A1A8QTY3,4,9,7,368
UniRef100_UPI001245AF12,4,17,7,368
UniRef100_D8LDL6,7,9,8,368
UniRef100_A0A4R4SBB1,12,5,7,368
UniRef100_A0A4P5S946,12,6,9,368
UniRef100_A0A1D2N7M2,5,8,7,368
UniRef100_U6B651,5,15,7,368
UniRef100_A0A1Y2FKY4,8,8,8,368
UniRef100_A0A0G0LH46,14,7,7,368
UniRef100_A0A1H3UZV9,9,10,8,368
UniRef100_UPI0006446489,4,17,8,368
UniRef100_K2BBI8,7,13,8,368
UniRef100_UPI0004F03C3A,4,14,6,368
UniRef100_A0A2J7VZE5,2,12,9,368
UniRef100_UPI0005239B62,4,11,9,368
UniRef100_A0A1G2QPE4,4,12,9,368
UniRef100_A0A3C1PQV8,3,12,9,368
UniRef100_A0A2M7RL78,8,10,8,368
UniRef100_A0A2N5Z934,18,9,11,368
UniRef100_UPI000CCC5A88,4,9,8,368
UniRef100_A0A1F5FHQ8,6,15,9,368
UniRef100_A0A1S2XGC7,7,10,8,368
UniRef100_UPI000C1D2013,4,17,7,368
UniRef100_A0A0M0K281,3,11,11,368
UniRef100_UPI0007383FD7,14,4,7,368
UniRef100_UPI0012649EC8,2,17,7,368
UniRef100_A0A2V0NND8,4,15,8,368
UniRef100_A0A0S7HYE9,3,12,10,368
UniRef100_D7BK89,8,8,9,368
UniRef100_A0A3R7CX25,4,11,8,368
UniRef100_A0A2V9A322,7,7,6,368
UniRef100_A0A2H9LIW5,6,11,8,368
UniRef100_A0A452TSL6,6,7,7,368
UniRef100_A0A5D6Y2G6,4,10,10,368
UniRef100_A0A0S7Y674,18,14,9,368
UniRef100_UPI0011D00293,3,9,11,368
UniRef100_A0A062WW89,15,7,10,368
UniRef100_A0A2R6HKX3,6,5,8,368
UniRef100_A0A423W7N7,17,8,8,368
UniRef100_A0A0C9S7M6,11,3,7,368
UniRef100_A0A2G8LEL9,5,15,11,368
UniRef100_A0A1L9GVR9,17,6,8,368
UniRef100_A0A1A9WSF3,6,8,9,368
UniRef100_F2US04,14,7,9,368
UniRef100_A0A2M7H3T3,7,5,9,368
UniRef100_F6ZYP3,3,17,7,368
UniRef100_A0A5E4FD77,8,9,11,368
UniRef100_A0A1L3KS58,8,6,7,368
